Transcripts	CT_1	CT_2	CT_3	LT20_1	LT20_2	LT20_3	LT15_1	LT15_2	LT15_3	LT12_1	LT12_2	LT12_3	LT12_6_1	LT12_6_2	LT12_6_3
transcript_6871	12.43	6.41	13.48	6.92	7.61	9.33	10.71	10.49	11.16	11.65	9.41	5.73	7.7	9.2	10.42
transcript_6872	37.14	48.73	56.69	54.43	60.24	60.9	52.35	64.43	59.17	45.75	48.9	63.81	62.08	57.69	49.15
transcript_6873	0	0	3802.96	2577.09	0	3512.82	0	0.17	0	0	0.19	0	0	0	0
transcript_6874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6875	4.43	3.75	4.26	3.02	3.29	3.43	3.3	4.57	4.5	1.3	3.54	5.05	5.73	4.63	3.79
transcript_6876	42.56	62	2.84	31.73	86.8	40.42	64.08	49.71	11.03	24.81	32.9	24.67	8.16	49.7	10
transcript_6877	94.1	117.61	116.82	86.03	83.64	117.46	106.16	60.3	75.76	112.5	95.84	59.86	60.89	37.75	50.63
transcript_6878	25.54	21.01	54.21	54.12	50.32	37.29	19.15	27.59	23	14.52	26.11	44.05	6.64	12.32	10
transcript_6879	116.65	181.94	149.29	169.01	212.06	210.49	157.24	175.97	204.57	134.1	188.14	161.94	152.84	197.17	199.39
transcript_688	30.01	21.28	31.11	13.1	9.54	8.5	16.41	17.71	20.37	13.26	9.75	19.51	5.31	5	9.63
transcript_6880	13.61	22.66	10.05	6.1	6.18	7.73	4.69	6.15	64.43	84.78	74.9	47.47	20.67	16.87	14.89
transcript_6881	20.65	31.59	15.6	19.94	12.71	15.38	7.95	10.43	45.19	32.31	26.01	10.69	0.4	4.1	18.49
transcript_6882	1711.16	0	1642.11	0.15	0.13	2467.67	2417.56	0	0.53	2039.82	0.52	0.27	0.36	0	2798.48
transcript_6883	5.13	3.68	4.84	12.23	33.49	12.21	29.26	24.62	20.25	43.39	41.68	48.08	43.74	77.32	40.19
transcript_6884	15.81	17.2	19.48	12.97	14.75	17.51	14.14	18.67	18.05	15.96	15.56	17.33	9.95	13.8	13.45
transcript_6885	0	0	522.1	0	26.3	0	0	0	229.47	0	0	1.28	0	60.25	0
transcript_6886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6888	3.4	3.46	4.94	5.8	4.16	3.27	2.86	5.24	4.72	3.32	5.28	6.53	5.89	6	6.76
transcript_6889	40.04	43.47	32.94	39.05	31.71	90.08	72.11	67	67.93	60.63	53.45	52.21	84.54	74.73	36.87
transcript_689	15.05	17.73	19.59	13.61	16.28	8.18	8.86	7.69	6.56	10.31	5.91	7.61	5.78	6.46	8.68
transcript_6890	9.92	14.16	10.89	20.84	14.3	21.05	20.77	28.49	19.23	20.42	28.42	19.54	48.36	54.45	44.36
transcript_6891	127.99	148.61	152.05	104.85	137.68	148.19	140.39	136.74	130.98	88.19	144.89	114.73	169.43	130.28	164.65
transcript_6892	438.43	444.09	517.47	434.34	352.55	390.57	381.18	361.02	368.31	362.65	325.6	328.91	313.85	270.8	345.84
transcript_6893	88.9	92.43	110.47	78.8	106.44	81.14	94.33	73.14	85.75	80.28	90.21	56.41	83.05	65.15	90.19
transcript_6894	5.56	8.42	9.01	3.83	6.52	6.8	7.72	5.71	4.63	6.33	7.39	12.16	3.47	4.27	7.26
transcript_6895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6896	0.62	0	0	0	0.41	0	0.3	0	0.24	0	0	0	0.4	0	0.34
transcript_6897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6898	98.77	101.93	36.33	115.29	395.49	70.87	27.81	109.9	105.53	73.5	183.05	36.65	59.8	76.75	20.39
transcript_6899	536.57	549.25	619.8	460.1	723.2	682.77	1369.4	541.79	563.31	469.75	637.5	488.3	666.46	523.86	490.48
transcript_69	25.46	24.96	26.37	27.05	35.51	38.46	46.41	37.72	32.18	34.24	43.4	39.07	51.43	37.17	32.94
transcript_690	0.59	7.84	0.4	0.22	0.2	0.34	0.42	0.28	0.28	0.5	0.24	0.35	0.21	0.08	0.71
transcript_6900	0	0	6.41	0	9.69	0	5.38	18.62	2.8	8.43	5.99	1.66	0	0.46	4.23
transcript_6901	9.03	0	0.09	10.46	0.33	0	7.38	6.12	15.15	16.29	0.2	0	1.83	0	10.43
transcript_6902	266.76	17.98	31.92	202.59	30.48	226.59	11.89	22.92	20.9	211.3	158.46	168.87	42.08	14.24	282.41
transcript_6903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6904	244.62	87.96	71	64.09	98.04	83.24	272.87	61.99	69.03	84.23	256.82	101.75	244.93	66.78	255.86
transcript_6905	1139.71	1042.33	850.88	933.29	1373.48	769.7	786.25	776.75	828.62	774.7	961.24	751.78	955.5	771.17	1031.4
transcript_6907	20.59	41.42	9.72	5.47	8.66	13.11	8.21	13.74	98.82	153.95	132.05	85.91	35.01	56.54	40.51
transcript_6909	23.78	41.25	16.93	19.1	13.36	20.53	9.76	6.46	12.41	28.31	8.76	6.01	5.16	2.41	8.16
transcript_691	5.3	4.68	6.86	3.19	4.16	3.05	3.47	4.86	3.12	4.53	3.2	3.37	2.55	2.32	3.68
transcript_6910	7.62	8.14	9.18	7.41	8.89	8.73	8.99	11.16	10.25	9.03	8.23	7.58	6.61	6.34	8.64
transcript_6912	107.96	238.49	156.18	85.95	91.55	103.65	80.35	73.34	56.37	79.82	85.1	89.08	74.37	55.57	58.95
transcript_6913	4.31	9.42	9.05	0.11	2.45	0.62	1.14	2.96	2.76	1.74	1.74	5.98	1.55	2.39	1.59
transcript_6914	0	0	109.79	92.64	100.91	72.09	0	82.3	0	0	65.84	100.08	0	0	0
transcript_6915	17.53	20.07	20.96	34.29	24.1	27.49	29.55	26.88	25.21	28.29	24.48	28.07	23.07	21.56	24.03
transcript_6916	64.09	69.24	88.95	80.83	82.37	98.98	94.51	67.14	85.8	59.4	83.17	91.35	78.83	34.12	49.8
transcript_6917	4.16	3.76	1.78	3.53	1.4	1.47	1.4	0.85	3.1	2.96	0	0	0.65	1.08	0.61
transcript_6918	17.75	9.7	11.08	15.63	5.15	4.11	10.34	5.89	19.06	9.8	15.96	18.98	16.85	21.93	13.29
transcript_6919	33	52.32	43.44	36.98	62.15	44.48	39.94	36.13	40.93	24.85	53.61	32.39	37.94	32.7	38.12
transcript_6920	255.5	252.42	306.62	329.97	355.7	379.05	313.44	370.88	291.12	257.04	353.51	313.72	424.92	357.94	336.24
transcript_6921	27.29	41.34	42.76	42.52	27.41	28.78	36.04	42.11	36.81	45.15	33.61	38.48	28.92	28.06	41.02
transcript_6922	181.21	0.23	0	62	0	13.99	37.82	28.1	31.87	49.74	16.11	24.05	1.47	0.46	0.07
transcript_6923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6924	48.01	52.08	52.75	44.56	39.13	41.16	40.77	34.46	45.65	46.66	36.85	35.02	28.84	29.84	41.82
transcript_6925	5.54	6.87	12.7	6.72	3.79	3.85	2.3	1.94	1.87	3.96	6.97	3.04	2.07	3.18	5.04
transcript_6926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6927	0.2	0.19	0	0.6	0	0	0	0	0	0	0	0.18	0.45	0	0
transcript_6929	0	0	0	25.49	0	34.04	0	0	0	0	0	28.55	0	0	0.17
transcript_693	132.31	204.87	147.2	137.29	202.7	198.05	280.08	232.25	192.19	112.91	186.04	184.89	25.69	33.17	25.01
transcript_6930	10.67	21.01	31.85	27.12	13.95	13.89	14.71	11.35	38.34	43.54	24.46	34.73	25.1	30.53	21.51
transcript_6931	23.53	27.05	28.76	18.63	12.93	19.31	27.08	16.74	30.1	23.29	29.77	29.45	22.35	10.58	26.03
transcript_6932	103.51	84.3	142.47	142.67	138.6	167.02	128.83	135.46	147.76	113.05	171.5	111.1	195.41	158.7	150.74
transcript_6933	103.43	117.01	110.92	64.52	70.47	0.7	0.75	4.56	2.51	1.52	0.51	60.91	33.35	38.57	17.29
transcript_6934	16.54	12.93	15.79	11.72	19.99	14.5	12.5	15.05	12.23	15.45	14.85	14.97	12.28	8.6	14.24
transcript_6935	10.34	14.25	11.74	4.03	5.72	11.78	2.16	4.52	9.13	7.96	7.47	17.74	2	3.44	7.87
transcript_6936	0	27.7	0	0	0	0	0	44.18	0	0	0	288.87	0.7	0	0
transcript_6937	139.54	1271.04	135.65	1261.79	1800	1628.84	342.28	1684.22	1580.8	1539.16	60.8	1614.67	188.88	0.02	0
transcript_6938	695.71	743.34	790.09	705.25	912.97	917.95	847.76	737.1	760.27	582.58	900.98	721.7	976.78	781.48	841.96
transcript_6939	0	0	0	0	0	0.38	0	0.64	0	0	0	0	0	0	0
transcript_694	2.69	3.38	3.34	2.76	2.86	2.79	4.66	1.41	1.86	4.63	1.64	4.1	2.35	4.64	0.68
transcript_6940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6941	45.1	25.4	49.76	27.81	17.67	16.3	15.86	17.33	24.11	22.11	27.42	18.92	16.31	23.66	30.15
transcript_6942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6943	5.27	0	7.74	0	0	0	0	3.53	0	0	0	0	0	0	0
transcript_6944	141.85	214.29	94.29	101.49	38.24	112.86	56.06	52.18	62.45	54.69	46.94	24.33	41.98	30.81	23.11
transcript_6945	50.95	48.22	64.84	57.3	62.15	67.37	50.9	58.17	65.33	70.35	104.76	45.76	50.4	36.06	46.52
transcript_6946	398.9	0	225.06	0	205.23	0	0	149.83	162.92	118.15	552.46	157.91	0.2	234.53	201.3
transcript_6947	73.82	92.67	73.17	64.55	57.52	30.99	21.48	43.6	33.01	61.63	23.76	16	11.93	20.3	31.13
transcript_6948	0	3.57	0	0	0	0	0	0.55	1.39	1.24	0	5.84	0	0	3.38
transcript_6949	31.84	36.11	26.5	13.81	10.14	22.14	15.05	9.31	17.21	18.29	8.67	9.34	6.5	1.22	7.34
transcript_695	11.42	5.87	10.35	7.77	10.52	4.08	8.51	5.64	4.18	5.3	6.4	6.03	27.38	13.88	5.88
transcript_6950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6951	5.42	11.62	9.39	6.28	6.19	3.88	5.09	11.76	10.34	6.48	6.73	3.89	4.54	4.62	6.46
transcript_6952	16.75	13.45	19.52	15.47	14.59	10.56	11.18	13.45	14	13.84	9.84	11.42	10.32	10.42	13.57
transcript_6953	6.41	2.98	6.59	5.23	4.73	2.02	2.08	3.03	2.67	2.3	3.82	3	4.85	2.09	2.6
transcript_6954	0.32	0.32	0.57	210.23	3.95	438.06	2.17	3.47	1.11	0.4	5.77	772.68	960.73	5.17	2.43
transcript_6955	324.87	1.16	0.2	137.89	0.07	54.67	68.98	60.11	1.51	1.8	0.53	51.69	3.75	1.76	0
transcript_6956	454.78	536.07	867.38	450.13	598.99	655.46	571.4	486.67	696.91	638.87	587.92	835.34	563.86	642.48	411.23
transcript_6957	8.59	6.28	10.03	13.23	9.71	9.3	10.34	14.36	11.21	6.27	10.01	9.57	5.1	3.74	4.19
transcript_6958	1.68	2.44	1.13	1.74	1.56	0.61	1.38	3.88	2.29	3.09	4.85	4.01	2.98	3.62	4.2
transcript_6959	0	0.26	0.13	0	0	2.48	0.18	1.5	0	0	0.08	0	0	0	0.13
transcript_696	95.62	50.24	230.49	88.99	161.96	89.14	132.12	235.23	55.53	358.05	376.39	107.94	297.93	61.88	94.11
transcript_6960	6.83	3.52	13.6	8.03	6.17	6.81	13.78	2.94	16.67	14.84	16.22	8.92	17.01	14.58	21.24
transcript_6961	3.5	3.39	3.56	2.33	2.95	2.8	1.97	2.75	2.38	1.79	2.67	1.74	2.39	1.19	1.11
transcript_6962	9.88	8.38	13.72	12.73	9.94	10.36	10.18	10.11	10.85	8.39	12.39	10.31	13.45	9.64	11.71
transcript_6964	5.54	7.3	7.04	4.85	7.75	6.78	5.94	4.72	6.21	6.25	4.7	7.95	6.92	3.76	9.21
transcript_6965	50.75	11.9	50.45	102.73	53.18	45.1	16.58	14.14	159.64	331.75	10.84	10.03	29.91	11.14	1.06
transcript_6967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6968	31.91	31.74	39.65	30.28	33.05	28.99	29.94	28.3	28.67	21.54	25.77	28.07	19.44	18.92	20.87
transcript_6969	0.17	22.08	33.24	0.71	0.52	27.48	33.96	1.79	29.59	27.36	26.2	38.47	19.65	28.51	0.21
transcript_697	92.62	146.47	99.43	81.84	72.88	78.82	53	55.26	68.18	111.66	58.87	44.5	66.64	41.18	66.28
transcript_6970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6971	9.4	1.07	12.69	5.21	2.93	4.05	3.72	4.64	5.81	4.34	5.05	2.66	0	0.98	0.9
transcript_6972	0	3.78	4.04	0	0.42	3.19	0	0.71	0.85	8.54	4.84	0.97	7.7	10.71	3.17
transcript_6973	6671.36	7697.29	7086.83	5906.53	4899.47	6264.4	4922.84	6342.74	5507.98	3656.77	4522.93	5253.02	4273.75	4616.92	6087.3
transcript_6974	2.15	69.44	143.35	47.64	10.91	43.45	56.61	6.33	200.88	3.52	1.6	20.41	15.6	1.18	3.85
transcript_6975	74.66	77.91	90.3	74.93	74.46	75.73	73.69	67.41	72.48	72.73	78.29	59.11	76.46	66.26	66.63
transcript_6976	0	0.06	0	133.86	0	0	0	160.61	304.21	175.73	315.62	0	0	0	229.02
transcript_6977	5.68	0	0	2.08	2.34	0	0.32	2.98	21.26	21.14	18.98	12.04	2.87	1.73	0
transcript_6978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6979	141.07	233.28	206.18	174.87	131.75	140.24	167.78	146.1	193.73	144.58	162.7	171.98	165.6	147.92	174.82
transcript_698	21.59	16.68	29.71	27.28	22	22.5	29.93	43.17	30.15	27.33	30.63	32.18	54.51	47.19	48.87
transcript_6980	9.28	3.47	3.8	8.4	8.28	12.37	23.74	5.44	7.63	2.02	8.52	3.6	11.21	7.63	4.06
transcript_6981	38.15	25.12	31.65	25.09	50.32	33.39	27.56	29.38	37.8	20.52	28.44	29.57	42.09	26.86	46.7
transcript_6982	642.8	1.65	0.64	221.46	0.24	65.78	107.04	103.29	66.82	120	36.39	47.21	2.86	1.46	0.37
transcript_6983	57.44	80.73	70.18	58.36	53.59	56.42	49.55	64.17	67.92	63.86	41.07	65.44	17.25	28.81	45.99
transcript_6984	110.77	90.68	138.62	134.92	138.38	137.28	120.98	144.33	135	127.22	158.21	127.65	146.27	154.8	141.3
transcript_6985	14.01	19.69	14.79	8.79	16.76	17.71	15.68	10.89	13.62	9.66	13.49	9.8	11.66	8.39	9.21
transcript_6986	3.23	0.9	1.53	1.14	1.94	2.36	2.99	7.34	2.47	1.13	5.63	6.33	42.43	22.93	42.4
transcript_6987	14.04	21.79	20	13.54	13.27	12.36	10.02	9.17	10.09	13.34	11.36	8.52	5.21	6.95	11.66
transcript_6989	0.32	4.49	3.12	21.04	2	5.43	9.54	8.61	4.62	60.22	87.23	7.43	42.79	36.64	200.34
transcript_699	5.87	5.5	9.76	9.31	23.49	14.6	9.28	17.94	6.4	7.87	20.84	21.41	10.42	8.78	10.46
transcript_6990	14.05	1.61	0	0	0	19.94	0	0	0	16.59	18.69	0	0	19.31	0
transcript_6991	0	23.83	0	15.61	16.42	14.72	18.08	9.14	20.32	12.97	17.4	0	13.09	0	16.78
transcript_6992	11.31	19.86	0	0	17.11	0	20.17	0	17.92	0	31.3	0	43.06	0	41.34
transcript_6993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6994	12.61	17.79	19.8	15.92	14.58	14.57	10.56	12.57	12.92	14.56	11.45	10.99	4.65	6.32	8.49
transcript_6995	10.1	13.96	16.92	16.11	9.55	10.34	8.17	11.16	16.49	14.84	10.7	10.38	7.96	8.68	11.58
transcript_6996	2.89	3.17	49.08	50.52	72.24	29.11	67.61	55.24	49.75	0	54.4	42.6	41.48	19.95	0
transcript_6997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_6998	115.88	134.48	108.28	137.12	141.58	140.53	81.44	127.54	140.1	166.46	146.69	116.19	151	122.68	97.01
transcript_6999	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0
transcript_7	93.82	107.13	99.7	99.04	111.88	109.88	118.64	112.93	123.01	122.13	102.31	101.76	88.43	112.14	145.69
transcript_70	41.44	36.81	38.77	68.04	56.86	45.84	77.92	83.27	57.57	50.64	85.68	63.88	101.54	100.04	71.79
transcript_700	1.4	1.82	1.85	1.97	0.82	1.99	0.94	2.4	1.44	1.7	1.77	1.46	1.41	1.67	1.35
transcript_7000	8.67	6.58	7.22	4.76	5.34	5.82	6.17	6.92	6.97	4.49	8.95	6.84	11.32	7.43	7.69
transcript_7002	0	0	0	0	0	0	0	0	0.73	0	0.23	0.13	0.43	0	0
transcript_7003	3.81	3.78	6.14	3.75	3.67	2.7	3.76	3.3	4.51	3.67	3.69	4.56	2.98	2.18	1.46
transcript_7004	49.92	0	9.15	1.32	0.05	0	0	6.51	2.01	0	0	68.35	7.04	10.23	0
transcript_7005	92.86	73.35	110.8	0	111.88	95.34	0	87.72	2.62	206.48	8.45	138.17	35.64	90.92	89.67
transcript_7006	3.75	4.86	6.71	7.86	4.97	4.11	6.34	8.18	4.87	4.63	6.7	5.76	9.23	3.8	6.9
transcript_7007	9.59	8.77	15.31	12.31	10.94	12.69	10.27	12	13.62	12.35	13.09	11.51	13.24	10.48	12.39
transcript_7008	0	2.16	0.37	0.39	0.32	0.28	0.55	0.48	0	0	0	0.83	325.45	0.76	0.33
transcript_7009	34.85	0	0	18.82	0	6.56	1.65	1.67	0.81	5.28	4.27	5.45	0	0	0
transcript_701	5.21	4.17	5.71	6.01	3.93	4.04	3.53	4.34	4.04	3.84	4.68	4.59	5.37	4.71	4.16
transcript_7010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7011	5.79	5.62	8.18	3.44	3.16	2.3	1.74	2.01	1.81	1.27	1.02	1.53	1.46	0.77	1.95
transcript_7012	8.2	9.3	13.14	7.42	8.4	7.37	4.44	7.3	7.51	6.81	9.23	7.95	6.37	4.56	5
transcript_7013	7.86	12.93	12.96	6.41	5.63	16.75	11.39	3.57	14.07	14.18	7.04	7.75	2.74	8.36	4.27
transcript_7014	0	0	0	18.54	0	0	16.54	22.34	0	0	0	0	3.17	0	0
transcript_7015	42.97	0	0	0	68.44	0	0	0	0.01	0	0	26.4	0	0	36.93
transcript_7016	403.39	143.82	0.08	78.24	352.31	255.55	335.66	59.08	64.39	28.26	24.31	84.12	6.46	4.31	1.1
transcript_7017	13	10.23	4.07	7.54	15.4	15.31	0	2.38	6.46	5.92	15.65	2.42	2.52	8.33	4.42
transcript_7018	10042.81	9690.12	10211.12	7807.91	1440.66	1280.55	1361.23	7299.92	6033.3	5062.15	3674.8	8289.94	721.64	4182.31	4638.58
transcript_7019	30.93	24.44	32.7	36.7	48.57	29.93	38.11	45.72	49.51	37.9	48.53	40.79	19.6	13.59	21.8
transcript_702	0	0	0	0	0	0	0	0	0	0	0	56.21	0	0	0
transcript_7020	2.27	6.42	3.91	3.67	4.27	4.5	3.53	1.61	2.93	4.8	2.8	3.32	2.09	1.54	2.7
transcript_7021	85.95	25.08	0	65.68	0	39.69	0	0	42.86	43.98	0	71.19	50.92	16.08	0
transcript_7023	3.17	4.01	3.54	6.21	2.55	6.15	5.8	5.54	6.89	12.84	10.02	8.38	9.12	6.81	11.19
transcript_7024	0	0.91	0	0	1.74	0	0	0	0	0	0	0	0	0	0
transcript_7025	0	0	552.84	517.39	0	876.74	0	0	0	355.47	0	536.85	0	0	398.73
transcript_7026	9.5	5.86	16.76	8.41	10.73	6.87	9.04	5.34	9.39	5.5	8.66	9.01	8.57	8.17	10.69
transcript_7027	4.7	3.17	3.53	3.26	2.54	2.29	2.33	2.15	3.21	1.53	0.95	1.66	0.64	0.9	1.8
transcript_7028	725.45	680.67	608.25	1149.28	1449.4	697.4	622.12	828.48	581.56	383.47	664.8	509.68	551.91	762.95	918.53
transcript_7029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_703	0	40.17	57.07	0	0	0	3.21	0	25.89	0.05	0	150.3	226.92	420.39	0
transcript_7030	5.64	0.32	0	12.01	0	8.92	72.66	75.37	104.49	190.97	5.98	3.12	92.23	6.41	138.43
transcript_7031	193.52	162.23	285.14	153.48	129.09	133.46	100.78	210.41	112.5	154.25	136.81	70.66	156.84	40.77	51.06
transcript_7032	672.37	777.14	747.2	740.44	794.19	622.47	683.67	795.88	624.48	627.12	722.18	623.01	600.9	629.53	0
transcript_7033	11.5	14.27	12.34	10.32	7.46	9.28	7.78	8.95	8.38	9.79	7.54	6.88	4.86	3.93	4.53
transcript_7034	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0
transcript_7036	8.15	9.34	21.68	5.9	10.24	6.98	6.04	8.41	4.48	7.11	3.77	6.25	2.91	3.48	6.62
transcript_7037	25.96	31.9	35.78	27.96	29.08	26.68	23.25	22.62	25.94	24.28	32.69	25.77	26.2	25.86	20.54
transcript_7038	0.44	0	0	3.69	3.1	2.54	0	0.54	0.41	2.6	3.42	6.34	0	13.17	12.01
transcript_7039	34.41	42.31	26.07	39.91	4.7	0	70.82	33.78	94.47	12.79	55.98	74.95	90.53	48.31	72.98
transcript_704	10	13.02	7.78	22.34	10.68	4.89	8.1	10.1	29.43	8.19	19.51	9.28	3.79	4.63	5.92
transcript_7040	2.6	1.57	2.44	0.91	3.2	1.35	3.49	1.19	3.98	2.77	3.1	1.25	3.66	2.18	4.77
transcript_7041	15.11	0.22	0	3.65	0	2.59	1.12	1.26	1.4	3.15	0.81	1.61	0	0	0
transcript_7042	0.69	0.62	0.88	0	4.88	1.75	0.24	17.91	1.02	1.67	0	2.1	11.86	3.39	2.54
transcript_7043	31.47	37.69	47.47	33.67	36.01	36.03	36.55	37.37	39.96	37.23	30.16	28.98	40.92	37.76	46.91
transcript_7044	0.14	0.7	34.31	0.21	0	0	0	0.49	91.56	70.97	69.21	56.65	0.87	60.21	71.55
transcript_7045	9.15	7.44	77.83	40.43	4.65	78.41	12.92	5.79	38.12	10.61	34.48	9.84	45.16	9.82	24.86
transcript_7046	1.69	1.78	2.41	3.66	1.26	3.56	1.68	76.65	1.21	1.93	5.44	2.99	1.52	2.25	3.28
transcript_7047	50.26	305.53	169.43	190.46	590.84	339.28	416.23	89.5	73.11	572.1	562.35	525.97	89.33	269.48	352.03
transcript_7048	28.33	31.09	24.95	36.58	25.34	33.56	29.11	33.7	36.25	47.07	31.68	42.42	36.14	32.01	44.16
transcript_7049	0	2.03	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_705	16.86	13.87	21.13	17.13	17.05	13.88	14.07	18.49	17.28	13.89	18.69	14.15	20.83	16.19	17.49
transcript_7050	52.41	77.55	85.67	24.56	72.16	43.06	78.08	47.87	53.1	51.49	68.1	44.82	63.49	27.37	31.34
transcript_7051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7052	53.57	3.25	7.73	0.99	8.31	6.63	57.82	94.87	6.57	0.9	6.74	161.46	122.93	91.89	5.27
transcript_7053	14.57	16.72	16.42	9.71	9.79	8.04	8.21	11.97	13.75	16.08	7.57	9.52	6.56	4.52	12.43
transcript_7054	179.21	0	180.54	160.73	120.73	0	158.6	120.23	0.15	157.11	0	142.75	127.41	113.85	0
transcript_7055	0	945.01	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7056	0	41.18	0	0	65.16	0	0	8.69	43.54	0	66.21	102.38	134.37	151.74	0
transcript_7057	54.82	46.41	57.01	66.56	55.42	63	76.02	69.28	63.81	41.49	67.17	52.93	73.94	54.56	66.05
transcript_7058	30.65	34.19	27.43	21.4	24.69	21.31	16.1	18.73	21.28	22.64	19.97	15.67	11.39	10.04	14.68
transcript_7059	73.11	104.51	63.05	102	96	116.91	189.01	224.16	122.42	64.1	198.13	119.58	126.41	150.93	87.3
transcript_706	12.22	13.7	17.67	9.88	16.26	10.99	10.4	10.3	10.77	13.52	13.4	7.29	8.27	5.94	6.94
transcript_7060	182.98	162.21	146.8	84.7	163.1	132.59	148.84	136.67	0	105.72	139.53	136.99	0	0	118.74
transcript_7062	9.89	12.6	13.3	12.13	11.69	13.65	13.75	9.28	12.14	14.03	13.75	9.78	11.37	10.68	10.92
transcript_7063	6600.01	5271.24	6626.12	4040.1	0	4074.79	0	0	0	0	0	3572.59	4385.12	2674.38	0
transcript_7064	318.87	350.77	415.39	367.34	425.59	523.75	412	411.4	390.23	281.81	453.81	305.51	693.61	508.27	615.58
transcript_7065	4.68	4.06	9.87	5.86	7.51	6.04	6.93	9.26	9.54	8.52	6.15	4.9	5.55	3.83	5.97
transcript_7066	159.33	84.42	149.05	160.7	159.45	131.83	135.75	199.36	161.06	125.46	55.99	148.4	174.1	82.14	154.61
transcript_7067	4.48	5.7	3.47	3	13.39	4.46	13.2	2.75	7.69	9.44	13.52	22.49	7.48	1.71	11.43
transcript_7068	29.54	37.21	37.82	36.19	33.89	50.03	51.84	58.58	58.79	64.87	52.56	61.87	73.39	110.67	89.2
transcript_7069	0	0	0	0	0.17	0	0	0	0.56	0	0	0	12.77	0.25	0
transcript_707	0	0.32	0.97	1.07	0.15	0.94	0.23	0.64	0.86	0.46	0.42	0.25	0.96	0.71	0.15
transcript_7070	519.08	2.46	0.24	203.55	0.08	62.26	98.62	105.2	59.99	106.41	36.86	56.11	3.66	1.08	0.07
transcript_7071	17.04	15.02	24.65	14.54	12.84	10.92	11.72	11.51	11.21	10.48	11.59	10.64	13.13	7	7.99
transcript_7072	0	0	0	0	0	0	0	0	0	0	2.61	0	31.43	0	0
transcript_7073	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7074	1.64	1.45	1.63	44.46	20.74	42.28	47.98	66.41	43	59.73	72.69	79.38	91.92	98.54	79.42
transcript_7075	51.62	42.6	2.01	1.35	1.01	0.42	52.16	0.98	72.19	70.46	0.81	1.61	4.25	0	4.92
transcript_7076	0	0	0	0	0	0	0	0	0	0	0	0	1.92	0	0.33
transcript_7077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7078	31.7	35.99	37.42	38.2	39.03	33.49	52.8	56.87	47.18	43.68	56.27	51.18	93.27	83.32	69.1
transcript_7079	40.16	35.08	35.64	33.33	51.7	31.76	42.44	40.85	29.59	29.42	36.24	33.3	40.59	28.26	38.86
transcript_708	12.68	13.84	10.47	11.51	12.9	11.12	8.58	11.86	16.46	10.77	15.49	19.99	8.9	6.64	9.25
transcript_7080	0	0	301.41	0	0	0	0	0	0	0	0	0.88	8.1	0	0
transcript_7082	54.05	0.46	1.19	57.93	47.35	1.25	0.89	51.34	0.76	0.34	0	1.04	0.72	0.42	43.27
transcript_7083	26	41.9	64.4	44.49	66.25	60.84	67.91	59.49	49.24	87.48	75.71	89.49	61.95	76.13	68.03
transcript_7084	42.6	0	114.21	0	0	67.01	140.7	0.92	0	289.47	0	0	0	0.24	44.45
transcript_7085	1.58	0	1.14	0.7	97.56	0.72	0.48	1.51	0.29	0.42	0.6	0.25	0.52	0.07	0
transcript_7086	7.58	7.84	9.92	7.39	6.55	7.04	7.4	9.18	7.35	9.66	8.86	6.23	5.04	6.87	6.86
transcript_7087	16.54	28.7	19.01	12.4	15.8	19.35	15.17	16.12	15.47	10.95	20.72	15.39	20.51	21.63	16.76
transcript_7088	11.49	13.75	16.93	12.86	11.07	11.49	15.36	12.04	11.41	8.98	10.9	13.14	10.26	9.41	10.87
transcript_7089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_709	4.36	4.03	4.82	5.38	3.89	3.45	4.38	4.65	4.24	4.09	4.11	3.76	7.28	5.41	5.26
