Transcripts	CT_1	CT_2	CT_3	LT20_1	LT20_2	LT20_3	LT15_1	LT15_2	LT15_3	LT12_1	LT12_2	LT12_3	LT12_6_1	LT12_6_2	LT12_6_3
transcript_7090	30.74	32.9	41.06	36.22	55.15	37.89	52.35	43.94	59.24	39.52	85.85	29.77	89.02	34.88	44.19
transcript_7091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7092	3.34	3.89	3.87	4.2	2.78	4.46	4.84	2.86	5.29	4.85	5.83	4.82	3.98	2.32	4.71
transcript_7093	7.73	9.14	10.86	7.02	8.76	8.46	7.01	5.83	6.59	4.24	8.17	5.1	5.45	3.81	4.9
transcript_7094	14.72	10.55	22.54	10.03	12.12	8.66	11.89	10.22	12.31	9.38	6.99	5.98	4.8	5.99	7.94
transcript_7095	0.17	126.27	24.06	0	42.67	0	1.31	0.06	65.78	18.82	143.82	11.66	138.69	65.09	125.56
transcript_7096	6027.49	5166.62	6032.19	3719.77	0	3721.86	0.01	0	0	0	220.46	3524.76	3653.19	2337.37	167.68
transcript_7097	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0
transcript_7098	5.25	3.12	6.35	6.06	0.3	6.04	0	4.2	4.77	6.15	2.29	4.06	1.63	3.16	4.19
transcript_7099	80.41	0	39.1	28.6	20.44	15.05	22.29	140.9	0	3.67	4.26	34.21	142.04	9.23	11.94
transcript_71	160.98	197.71	162.76	170.22	179.15	198.26	171.87	188.24	174.55	16.25	179.84	144.12	14.27	116.43	162.79
transcript_710	13.92	12.2	18.31	10.73	12.29	10.26	10.65	6.9	8.19	5.67	7.26	8.67	6.31	4.19	4.97
transcript_7100	113.43	0.87	0.39	0.58	0.49	0	0.32	70.67	0.98	0.25	0.88	4.81	95.47	132.92	0.32
transcript_7101	13.25	8.49	19.63	1.67	8.44	2.6	5.07	14.6	2.29	8.32	22.29	2.83	0.29	1.91	2.53
transcript_7102	1485.55	5.31	1.5	637.26	1.36	210.41	306.28	254.45	198.74	346.18	107.59	197.65	13.84	5.85	1.14
transcript_7103	0	4.77	1384.68	1010.28	1258.62	0	1206.48	1284.97	0	0	0.08	0	0	0.28	0
transcript_7104	328.67	406.03	369.61	238.38	218.23	227.88	199.79	213.07	226.36	272.37	211.35	193.65	202.92	197.77	184.75
transcript_7105	9180.32	0	0.08	11012.82	0	0	0	0	2352.61	0	0	0	20212.51	0	21608.29
transcript_7106	9.11	29.88	1.89	3.08	1.21	7.56	1.92	7.21	61.84	157.75	62.71	68.1	69.3	88.34	46.65
transcript_7107	140.69	0.39	0	54.37	0	25.27	25.96	14.98	18.66	24.72	15.62	12.55	0.67	0.13	0.14
transcript_7108	11.74	10.06	8.85	8.21	7.54	7.46	7.49	6.76	7.81	4.2	8.55	7.03	10.63	6.18	6.39
transcript_7109	15.86	17.31	18.99	15.35	17.25	12.32	13.16	14.08	12.11	9.58	13.7	10.91	11.39	6.07	8.82
transcript_711	86.84	82.03	74.27	74.31	46.37	64.78	33.42	39.07	70.81	78.06	40.84	35.75	27.15	25.81	59.87
transcript_7110	241.52	1.01	0.39	103.36	0.12	32.01	52.05	35.94	36.13	56.92	18.17	32.49	2.71	0.28	0
transcript_7111	14.04	9.88	15.22	19.42	19.55	11.07	16.02	24.35	22.06	15.21	15.33	17.4	11.79	12.74	12.23
transcript_7112	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0
transcript_7113	62.59	110.67	109.09	50.7	62.58	47.16	35.54	38.97	78.82	101.92	61.67	91.89	36.29	65.07	55.64
transcript_7114	213.37	208.15	276.81	190.52	243.92	236.71	238.22	231.62	218.31	154.69	253.93	208.01	297.94	200.04	227.51
transcript_7115	7.34	11.14	11.94	9.78	6.4	9.64	6.34	7.03	7.85	9.7	7.75	9.56	4.42	4.83	6.63
transcript_7116	3.47	4.62	7.59	4.4	7.79	7	7.58	15.27	8.79	11.77	18.62	18.53	27.58	30.53	32.3
transcript_7117	57.17	104.6	59.73	46.44	40.64	55.49	35.98	69.92	64.28	50.88	82.69	78.19	112.67	101.74	90.94
transcript_7118	2.07	4.01	3.4	0.55	1.21	2.23	0.44	3.6	7.45	0.85	1.69	0	0	0	0
transcript_7119	20.67	37.07	27.84	11.33	30.35	25.51	28.12	21.92	26.76	29.67	24.13	17.61	33.69	19.34	19.27
transcript_712	9.63	0.05	0	1.07	0.22	0.35	1.43	2.25	0.74	48.81	43.04	2.85	7.06	6.51	57.34
transcript_7120	23.22	0	0.31	26.17	30.45	25.24	25.91	0.21	0.35	0.31	0	27.33	0.19	0	0.1
transcript_7121	5.05	19.59	14.66	21.22	8.19	7.68	6.83	8.7	14.16	12.33	8.63	14.11	4.6	7.53	6.72
transcript_7122	25.46	16.79	28.44	14.17	20.75	14.38	11.29	17.62	10.68	9.41	15.99	7.97	18.47	8.38	8.63
transcript_7123	0	0.15	0.31	0.5	0.62	0.08	1	0.24	0.52	0.14	1.15	0.49	0.33	0.85	0.07
transcript_7125	1.91	2.55	2.67	2.75	2.07	2.17	2.38	2.98	1.96	1.36	2.8	2.76	3.29	1.57	1.84
transcript_7128	0	2.3	0	0	0	0	0	0	0	0	3.11	4.57	0	0	2.63
transcript_7129	11.56	12.57	8.49	33.31	14.73	36.37	41.34	48.72	111.05	211.18	239.67	90.39	351.13	248.68	265.93
transcript_713	46.35	48.25	56.23	54.6	43.03	50.79	53.63	57.64	57.57	62.14	53.85	54.02	57.63	46.64	62.28
transcript_7130	9.31	19.59	16.44	9.01	10.98	14.35	14.54	9.12	8.19	8.45	15.52	8.96	12.55	9.55	8.23
transcript_7131	51.95	45.69	67.98	43.73	51.64	44.03	41.98	56.48	47.32	28.72	50.22	42.54	64.14	30.78	56.04
transcript_7132	175.59	1.88	397.84	4.08	7.88	459.33	654.5	0.32	4.82	1521.39	3.03	2.88	5.9	0	288.65
transcript_7133	0.07	12261.07	11131.37	0.21	15759.26	0	0	0	0.25	0	18069.53	16058.57	0	18159.32	0
transcript_7134	0	0	0	0	0	0	0	0	1.58	0	0	0	29.06	0	0
transcript_7135	0	0	0	0	0	0	0	0	0	0	0	8.11	0	0	0
transcript_7136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7139	5.94	389.48	4.31	9.09	11.6	890.79	10.5	6.24	738.41	5.31	11.5	7.94	7.81	13.61	715.58
transcript_714	462.12	370.59	582.32	582.45	216.34	467.78	178.92	646.26	705.88	411.38	762.27	486.04	624.89	656.51	412.4
transcript_7140	9.61	2.53	13.51	4.72	2.42	3.13	0	6.55	5.9	4.25	1.3	4.79	0	0.18	0
transcript_7141	17.59	22.22	12.55	20.84	11.05	22.16	9.94	18.34	9.81	17.18	10.8	14.33	15.8	10.69	7.53
transcript_7142	12.06	10.1	12.95	19.52	14.53	24.32	24.04	30.5	21.32	15.58	22.21	25.32	42.39	28.67	42.13
transcript_7143	2.15	1.56	2.14	0.75	2.07	0.64	2.18	0.33	0.8	1.22	0.89	1.42	1.13	0.51	2.3
transcript_7145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7147	7.79	17.62	15.98	14.78	60.5	27.55	23.28	21.37	16.94	17.78	30.34	24.59	25.49	22.99	20.52
transcript_7148	14.57	14.19	20.41	16.06	19.08	17.53	19.28	15.84	16.03	15.34	17.72	18.37	22.39	17.37	13.94
transcript_7149	30.76	22.23	39.21	28.77	33.18	21.62	31.64	38.44	30.07	19.3	41.04	28	51.39	49.56	45.66
transcript_715	0.29	784.3	392.6	0	332.47	460.27	0.1	0	0	0	350.16	729.5	20.6	537.56	0.09
transcript_7150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0
transcript_7152	284.24	377.95	351.2	262.08	270.14	277.73	283.82	237.24	328.2	284.36	258.39	241.31	254.89	235.49	285.93
transcript_7153	55.22	73.74	79.98	88.18	106.05	113.1	72.38	74.38	110.65	86.33	101.5	106.82	90.83	113.79	95.4
transcript_7154	13.76	17.52	16.81	27.78	22.34	18.04	18.9	15.42	15.2	26.2	12.86	31.8	7.56	4.54	28.77
transcript_7155	9.63	8.65	19.26	5.21	8.44	5.71	4.89	0	13.12	8.92	6.5	10.63	0	3.83	6.68
transcript_7156	4.98	5.7	6.13	6.33	5.48	5.47	6.96	4.86	5.74	8.27	5.58	3.15	5.66	3.63	4.9
transcript_7157	115.85	0	0	326.73	526.11	0	0	281.87	0	0	0	0	0	0	364.67
transcript_7158	22.53	19.94	27.51	22.38	22.64	15.94	18.24	19.95	19.85	20.1	24.87	14.44	16.03	12.98	16.3
transcript_7159	5.18	8.25	5.06	8.73	3.71	6.74	4.8	3.96	4.88	7.98	3.37	5.34	2.65	1.72	3.71
transcript_716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7161	0.85	1.22	3.58	0.76	2.66	0.92	1.32	1.69	1.33	0.75	1.15	0.46	1.43	1.06	0.8
transcript_7162	16.2	15.87	22.08	13.15	13.26	14.72	10.81	8.1	11.84	12.64	10.96	11.09	7.83	6.77	11.18
transcript_7163	16.32	20.25	26.38	12.62	8.57	11.29	8.04	6.89	16.02	20.65	13.64	44.42	30.64	36.76	29.02
transcript_7164	10.26	10.03	17.64	5.27	9.41	7.28	9.96	12.14	11.27	6.63	9.06	4.19	15.65	8.53	14.52
transcript_7165	0.08	0.16	2.95	4.15	1.71	12.06	2.65	0.72	5.27	67.53	0.49	3.66	1.34	0.87	0.65
transcript_7166	23.16	20.79	25.97	29.09	28.3	23.34	29.07	37.9	32.08	26.17	30.85	29.11	41.14	44.44	40.01
transcript_7168	4.76	87.37	0.84	1.5	14.13	1.11	43.29	0.72	32.02	1.82	1.54	1.93	0.37	14.19	18.07
transcript_7169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_717	1.01	1.26	3.72	0	0.6	1.97	0.94	2.15	0.68	1.59	0.71	0.85	0	0.26	0.59
transcript_7170	13.78	13.83	13.51	10.55	18.57	17.04	19.11	15.15	11.28	9.62	14.39	11.35	23.23	14.21	19.57
transcript_7171	102.66	122.56	151.1	98.36	162.06	145.63	115.02	94.27	101.79	79.42	109.03	89.02	78.71	73.18	60.74
transcript_7172	48.11	44.39	91.18	38.24	76.56	49.03	44.72	36.01	62.19	50.98	99.85	26.13	43.71	48.95	34.17
transcript_7173	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0
transcript_7174	64.67	144.33	134.47	71.37	94.47	75.16	114.75	31.9	117.35	91.07	141.13	133.88	179.08	124.03	146.25
transcript_7176	7.31	8.06	8.91	7.68	9.08	8.72	10.2	10.42	8.18	8.51	10.67	8.24	8.5	10.03	7.39
transcript_7177	0	0	0	0.26	0	0	0	0	0	0	0	0.51	0	1.81	0
transcript_7178	10.56	13.29	3.44	5.25	6.77	6.34	12.78	1.12	18.48	11.16	11.83	7.94	9.46	10.47	35.03
transcript_7179	22.74	25.71	14.36	15.74	6.19	7.64	4.03	3	5.05	11.66	6.85	8.64	5.06	3.05	2.53
transcript_718	4.8	1.47	0	3.82	9.68	6.97	0	3.88	2.39	2.01	1.52	4.81	1.59	4.74	1.31
transcript_7180	111.53	66.51	110.39	83.84	111.98	84.23	101.99	120.47	96.46	86.09	107.47	79.75	100.34	103.01	126.55
transcript_7181	0	0	0	0	0	0	0	0	0	0	234.95	237.88	0	0	0
transcript_7182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7183	1.18	1.1	1.57	17.52	2.03	14.09	1.58	2.26	0.53	16.56	15.6	16.58	16.37	0.49	20.78
transcript_7184	1.93	0.45	0.35	821.12	1.48	0.24	1.02	1.26	53.55	4.44	1.83	223.78	0.89	0.23	0.91
transcript_7185	0	18.43	10.54	9.29	4.23	4.25	9.33	9.29	3.62	18.12	1.54	3.95	2.51	2.46	5.41
transcript_7186	0	0	8.27	10.3	13.98	24.38	23.98	0	17.16	31.32	23.46	47.41	10.2	47	83.65
transcript_7187	0	0	0.17	0.01	0	0	0.12	4.27	129.37	0	0	0	105.76	159.25	0
transcript_7188	3.27	2.26	3.22	2.13	1.86	1.67	0.61	1.97	1.35	1.44	1.67	1.36	2.23	0.85	1.87
transcript_719	11.9	13.87	16.14	12.33	13.33	13.48	15.24	13.19	12.95	11.54	14.67	12.77	15.07	10.71	12.44
transcript_7190	4.97	5.93	2.77	10.3	1.56	3.45	0.96	2.61	6.08	2.35	0.71	2.01	3.6	2.04	5.41
transcript_7191	0	0	0	0	0	1.21	0	0	0	0	5.42	0	0	1.31	2.48
transcript_7192	59.35	61.48	62.79	61.04	66.49	72.89	56.11	66.28	47.75	45.27	41.36	38.01	46.83	39	49.38
transcript_7193	6.03	9.05	10.39	9.09	8.13	12.42	7.22	9.68	8.74	6	7.87	5.71	5.24	3.97	3.58
transcript_7194	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7195	22.57	30.19	20.65	28.13	7.54	23.64	9.81	20.86	29.92	24.48	18.53	20.75	11.94	15.08	19.85
transcript_7196	77.28	219.85	106.99	80.31	82.96	94.18	99.2	81.2	138.93	83.63	106.27	98.71	204.93	198.35	175.87
transcript_7197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7198	15.17	21.25	28.32	17.46	11.3	17.24	14.32	11.64	11.2	7.77	8.31	11.29	21.01	9.77	9.1
transcript_72	703.1	0	984.69	0	0	787.7	936.8	0	0	1388.88	0	0	0	0	635.12
transcript_720	131.62	135.98	166.31	149.2	55.62	100.9	38.34	132.48	120.27	145.07	89.7	125.09	33.81	83.18	106.37
transcript_7200	12.93	22.32	12.39	11.18	31.57	13.24	10.57	5.48	15.73	19.63	21.01	14.05	4.26	2.34	2.68
transcript_7201	0.48	0.61	1.26	0.86	0.86	1.26	2.72	0.8	1.25	1.39	2.1	1.51	1.34	0.67	1.23
transcript_7202	0	3.17	1.24	0	0	1.48	3.64	3.15	1.97	0	6.02	1.07	0	0	3.18
transcript_7203	46.65	34.63	133.75	40.28	15.13	19.08	10.51	34.8	20.64	27.37	30.36	28.72	8.12	16.65	37.59
transcript_7204	32.22	21.58	66.01	44.44	50.77	35.81	34.7	52.3	48.61	38.91	58.46	36.94	73.33	55.34	52.75
transcript_7205	38.57	33.48	41.07	33.22	33.94	31.01	26.96	36.19	29.63	31.39	32.37	33.94	26.95	26.95	29.19
transcript_7206	0.51	0.55	0.64	0.43	2.74	3.33	8.01	1.69	2.06	4.89	38.91	1.16	221.5	73.28	39.42
transcript_7207	303.45	420.82	176.61	239.02	84.38	520.35	406.13	361.94	345.05	218.42	303.75	437.86	403.21	104.13	308.08
transcript_7208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7209	0	0	0	0	0	0	0	0	79.28	0	0	0	0	0	0
transcript_721	12.7	9.26	13.93	11.46	10.19	7.71	9.82	12.64	10.49	11.05	10.94	10.21	13.13	13.5	13.36
transcript_7210	4.19	6.78	3.1	2.96	2.88	1.06	1.83	3	1.38	2.48	0.97	2.58	0.29	1.56	3.22
transcript_7211	17.42	31.01	27.66	17.49	21.62	29.48	20.85	34.5	23.78	25.53	21.48	29.04	14.87	17.32	21.18
transcript_7212	175.51	36.63	34.05	38.46	107.99	0.14	105.27	31.66	0.18	0.14	0.06	0	152.29	22	0.14
transcript_7213	7.36	10.03	113.81	77.21	95.81	372.68	194.63	64.36	69.58	264.01	85.35	260.8	202.81	143.87	73.08
transcript_7214	6.9	4.85	10.28	10.93	17.04	9.01	5.63	13.83	5.69	3.54	12.66	11.46	9.57	17.55	15.82
transcript_7215	2.44	0.72	0.71	0.78	0	0.6	0.34	1.34	1.71	2.45	0	0	1.12	0	2.37
transcript_7216	0.01	51.92	1281.14	235.48	754.69	1211.32	472.37	581.64	68.09	368.13	0.32	153.28	0	0	91.33
transcript_7217	10.75	77.8	77.46	10.08	87.17	6.67	81.07	75.74	82.2	89.31	82.45	117.9	85.49	74.68	69.22
transcript_7218	1.64	1.87	5.32	5.21	2.05	21.47	15.23	1.68	2.95	1.56	1.33	1.64	0.14	2.46	16.69
transcript_7219	0	0	1.7	0	0	49.24	24.23	0	0	0	0	0	0	34.74	62.87
transcript_722	30.48	30.11	32.3	26.08	15.06	25.03	21.42	23.18	17.31	29.55	16.25	21.83	16.05	13.88	13.7
transcript_7220	1.13	1.8	6.3	3.12	0.86	2.83	2.73	2.04	3.17	2.33	3.05	0	2.96	3.13	0.64
transcript_7221	4.34	5.18	10.66	7.61	10.42	11.44	11.2	6.84	8.01	19.64	6.68	11.76	5.48	4.84	3.74
transcript_7222	26.12	43.79	41.25	31.68	29.6	37.57	34.22	32.19	40.08	42.92	32.97	39.07	24.6	23.8	28.55
transcript_7223	3741.29	10.46	1.21	1988.92	2.07	695.93	964.35	763.83	403.69	1065.09	383.67	536.53	24.42	11.72	3.54
transcript_7224	35.1	28.73	32.5	19.03	38.67	49.19	31.51	20.27	16.24	37.36	19.66	19.07	11.03	11.58	14.43
transcript_7225	34.14	24.99	40.72	40.94	52.41	49.12	36.91	46.25	43.92	36.56	53.39	40.24	69.01	54.27	56.39
transcript_7226	6.21	4.9	3.41	2.65	7.86	3.64	4.58	2.25	9.31	3.27	4.9	2.8	4.35	4.19	3
transcript_7227	2.35	0.98	2.82	0.52	0.59	0.83	1.16	0.88	0.52	0	0.81	0	0.98	2.13	1.66
transcript_7228	82.09	92.65	103.22	94.45	81.35	67.01	68.65	71.51	64.32	69.42	66.58	65.34	64.43	49.88	75.08
transcript_7229	0	1.2	0.52	0.38	0.28	0	0.22	0.84	0.79	0.14	0.52	0.5	0.71	1.56	1.09
transcript_723	104.99	220.39	135.55	150.23	188.91	162.49	186.87	150.92	226.17	96.74	97.4	385.19	147.83	165.45	401.1
transcript_7230	74.77	78.26	77.84	62.04	59.44	58.26	42.57	58.66	49.22	60.47	37.97	44.48	31.13	38.16	53.17
transcript_7231	28.52	40.8	29.07	30.68	37.62	41.56	43.67	34.96	43.68	39.36	33.96	47.78	33.86	29.21	36.02
transcript_7233	7.94	11.07	6.18	0.49	3.25	16.07	6.13	2.55	31.98	25.78	51.29	35.48	26.16	9.39	51.1
transcript_7234	18.81	13.53	77.43	23.16	28.04	17.76	17.14	65.74	30.14	28.8	63.22	18.63	57.39	12.66	75.5
transcript_7235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7236	5.54	4.77	8.62	4.98	9.3	42.31	38	5.72	6	40.31	34.85	6.97	11.61	6.69	23.9
transcript_7237	3.15	5.99	6.02	41.58	7.96	10.66	5.2	10.2	8.37	7.26	5.46	8.3	4.25	4.1	37.55
transcript_7238	58.66	55.49	76.76	63.73	67.55	53.06	51.99	50.72	59.81	62.95	62.39	44.36	41.36	50.15	57.57
transcript_7239	6.9	0	0	12.85	13.05	0.31	17.1	1575.45	0	0	0	0	0	0	1.84
transcript_724	2.22	3.64	2.05	2.4	2.08	236.09	4.07	2.8	2.43	195.81	191.53	3.6	3.16	3.17	213.5
transcript_7240	39.76	18.99	40.3	27.23	19.04	19.34	20.42	14.79	13.89	16.38	20.34	20.78	19.97	25.59	33.05
transcript_7241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7243	3.06	2.93	2.9	3.85	4.17	6.94	8.12	7.25	8.78	13.34	8.48	13.15	7.8	8.61	9.23
transcript_7244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7245	416.78	8.53	0	0	81.92	0	10.82	102.99	8.09	3.87	9.3	111.08	15.57	0.69	7.85
transcript_7246	1399.9	1452.79	916.92	769.17	671.22	1177.76	824.49	757.62	1157.64	1086.01	1178.95	1003.11	1221.91	656.13	694.02
transcript_7247	0	1.56	0.66	0.61	0.29	0.63	2.1	0.9	1.82	0.27	1.85	0.53	0.6	0	1.57
transcript_7248	21.89	23.66	29.54	26.04	26.87	20.6	24.56	27.29	27.47	24.63	25.98	20.56	28.67	29.54	34.11
transcript_7249	9.49	10.04	14.57	10.4	9.25	9.31	6.73	11.42	9.04	5.91	9.41	7.87	10.35	5.07	5.84
transcript_725	108.65	102.33	121.01	95.72	134.23	100	106.89	97.65	102.54	122.01	109.5	64.88	67.52	58.2	80.67
transcript_7250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7251	25.98	23.87	31.79	24.45	22.06	17.44	36.91	35.39	21.63	32.35	12.92	25.85	24.65	31.92	31.32
transcript_7252	5.62	5.6	4.29	4.55	5.74	4.28	6.29	4.83	6.23	6.95	5.06	6.87	7.99	4.35	9.68
transcript_7253	10.43	10.83	11.41	11.17	11.54	12.24	10.22	11.25	12.37	8.87	12.36	14.07	8.74	10.14	11.25
transcript_7254	9.58	13.38	10.52	7.82	9.72	10.08	8.95	7.85	6.06	6.33	6.84	4.96	2.38	5.47	4.02
transcript_7255	11.68	13.84	16.17	11.39	12.38	9.26	12.49	13.82	12.48	10.81	10.15	14.64	10.65	12.08	15.03
transcript_7256	9.87	10.3	12.5	11.05	11.07	11.94	9.59	14.03	9.76	8.39	12.6	9.4	13.47	10.03	13.72
transcript_7258	10.24	13.21	17.07	12.14	15.86	11.47	13.87	11.85	13.52	13.12	12.08	9.78	11.55	8.86	10.02
transcript_7259	38.32	37.48	52.75	33.35	44.36	35.62	32.87	37.95	41.95	34.02	40.56	26.06	49.73	35.25	44.03
transcript_726	0.56	0.22	1.27	6.51	0	11.02	0	0.46	0.77	0.9	7.53	0.87	0	0.82	10.31
transcript_7260	11.23	10.77	13.04	12.39	13.05	12.69	11.5	10.47	10.64	9.03	11.67	8.41	10.04	9.95	9.08
transcript_7261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7262	6.85	9.81	8.35	5.34	3.8	7.25	3.49	1.95	2.08	1.41	1.51	1.1	0.42	0.74	0.37
transcript_7263	0	0	0	0	1.35	0	2.97	0	0	0	0.51	0	0.56	0.36	0
transcript_7264	76.98	93.53	124.59	69.68	94.65	96.97	83.33	83.48	81.91	72.49	95.14	73.44	99.43	71.36	90.24
transcript_7266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7267	11.09	10.2	12.42	8.86	9.65	7.46	7.88	6.4	6.65	5.53	7.17	4.13	3.51	1.14	2.99
transcript_7268	1018.76	5.55	0.51	402.52	0.31	164.45	213.85	155.43	54.29	41.23	46	115.54	1.74	4.57	0.71
transcript_7269	41.93	47.09	58.87	21.66	30.82	10.48	37.12	0	54.46	41.43	36.45	42.41	0	35.95	38.58
transcript_727	54.51	0	0	65.13	0	37.62	37.17	54.34	102.43	30.59	0	0	59.02	0	60.11
transcript_7270	12.57	12.58	12.86	10.24	11.07	11.81	12.83	12.46	16.36	10.49	15.15	12.82	17.78	15.78	15.74
transcript_7271	0	23.69	0	0	0	0	0	0	10.14	3.79	0	17.59	0	0	0
transcript_7272	17.28	10.04	12.32	13.18	14.01	10.02	15.49	5.13	15.78	9.9	11.97	8.23	6.79	9.21	10.64
transcript_7273	42.38	26.77	7.59	13.94	15.34	55.77	43.54	37.98	38.59	11.91	15.32	11.72	14.6	8.51	11.55
transcript_7274	249.55	296.03	298.71	342.97	265.38	246.66	230.83	294.19	305.22	321.71	301.06	229.98	207.24	187.13	269.19
transcript_7275	2.44	8.5	1.8	4.63	8.26	11.65	10.87	8.72	5.28	4.83	13.2	12.48	6.8	9.06	3.85
transcript_7276	10.07	9.7	18.12	7.87	9.82	5.87	7.02	7.61	9.28	7.9	9.2	10.15	5.18	4.95	7.3
transcript_7277	22.88	14.96	25.74	17.27	16.99	12.27	16.16	15.12	14.95	11.44	16.73	14.5	25.09	13.44	17.03
transcript_7278	591.14	624.34	611.96	1922.48	1474.48	1373.1	1071.42	1883.78	901.82	933.44	1612.74	1664.1	2837.21	2181.06	2809.93
transcript_7279	0.89	0	0	0	0	0	1.02	0	0.76	0	1.7	0	2.56	3.02	0
transcript_728	34.57	35.55	54.76	46.66	54.56	44.41	42	29.35	44.63	65.5	34.63	38.15	26.62	26.35	26.08
transcript_7280	0	0	1626.09	0	0	0.09	0	0	0	0	0	0.25	0	0	0
transcript_7281	0.18	0.17	0.31	0.61	0.15	0.14	0.47	0.35	0.52	1.36	0.1	0.32	0	0	1.59
transcript_7282	6.17	4.44	175.66	2.77	92.93	6.23	110.97	139.15	171.47	181.68	132.31	151.3	2.54	122.05	136.51
transcript_7283	44.09	125.04	0	137.26	0	81.79	43.69	0	126.98	0	0	0	57.73	0.07	65.68
transcript_7284	191.75	186.76	225.45	179.91	255.47	194.56	261.72	215.59	227.49	169.54	255.18	229.21	327.15	208.4	228.29
transcript_7285	1.98	2.38	2.19	3.12	1.76	4.05	1.79	1.3	1.57	2.73	3.13	0.7	2.24	1.37	2.9
transcript_7286	8.71	22.13	0	0	79	0	39.21	0	94.32	43.94	78.98	151.47	59.51	0	0
transcript_7287	45.39	60.91	46.91	41.03	44.55	34.66	22.61	31.53	40.82	29.37	31.42	27.38	20.13	27.28	21.19
transcript_7288	19.47	30.81	45.29	43.15	103.93	46.13	74.18	71.91	68.56	48.79	80.81	39.74	14.75	67.71	34.81
transcript_7289	131.27	39.69	270.69	30.36	33.6	216.64	90.15	120.16	29.55	25.23	30.59	26.14	92.18	21.27	20.1
transcript_729	29.8	28.93	37.67	45.68	40.53	45.91	41.09	52.6	42.31	43.66	40.36	45.56	50.02	52.85	61.31
transcript_7290	1.29	0.32	0.08	0	0	0.17	0.16	0	0.06	0	0.13	0	0	0	0
transcript_7291	1228.72	1553.83	43.11	1019.36	38.74	41.26	53.47	789.71	63.88	2141.35	40.65	48.12	39.68	496.6	46.39
transcript_7292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7293	137.99	228.25	250.3	45.06	49.45	21.94	9.68	3.68	9.74	0.46	2.09	2.69	0.33	0.23	0.68
transcript_7295	23.1	32.76	30.94	24.16	133.35	64.72	67.68	115.44	45.94	39.84	196.07	62.11	190.23	134.14	66.26
transcript_7296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7297	1738.81	1711.05	5199.86	471.19	3501.46	284.31	309.52	846.67	529.54	383.33	380.14	1068.45	178.42	247.74	401.6
transcript_7298	218.08	0	0	0	1946.34	0	0	0	0	0	0	0	0	312.53	0
transcript_7299	40.93	60.26	0	0	0	0	0	229.36	0	0	0	0	0	704.15	0
transcript_73	14.74	14.58	13.34	21.76	14.5	11.61	15.57	16.53	17.86	17.7	7.68	6.23	4.53	8.88	12.88
transcript_730	15.17	36.08	35.86	32.11	26.45	12.71	24.21	8.45	23.36	41.13	17.27	7.07	6.21	10.34	6.29
transcript_7301	1.71	5.92	6.42	2.56	5.06	6.47	7.3	9.97	5.45	3.94	9.11	9.67	4.96	8.24	6.67
transcript_7302	25.66	20.63	30.11	21.83	23.71	24.13	24.24	24.69	22.42	22.45	22.97	21.43	25.36	21.09	26.59
transcript_7303	0	0	1.93	0	3.44	0	2.76	1.36	12.46	0	5.68	6.38	2.93	2.21	7.98
transcript_7304	21.36	20.37	23.24	29.02	29.64	37.64	37.72	56.56	35.47	63.77	44.68	66.2	75.37	81.45	96.43
transcript_7306	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_7307	1.2	2.02	0	0	0	0.39	0	0.45	0	0	0	0.36	1.27	1.54	0
transcript_7308	0	0	0	0	0.28	0	6.17	5.75	0.7	15.56	10.94	12.47	27.62	37.54	27.18
transcript_7309	9.99	12.73	10.82	8.69	9.74	14.99	12.69	11.76	14	24.38	7.75	21.35	16.46	15.18	3.83
